distance_miles,container_size_encoded,minute_of_day,day_of_week,is_weekend,hour,month,quarter,price
46.24011444765895,1,183,1,0,3,4,2,136.17057954115648
38.786371693112166,1,958,3,0,15,11,4,126.44048256640046
202.17887372818913,1,1074,0,0,17,2,1,269.8942293098171
143.9733808122241,0,392,3,0,6,11,4,199.91154035635404
171.7446514119507,0,992,3,0,16,6,2,219.58782271974871
230.67466293772753,1,1401,2,0,23,9,3,293.8491118213879
192.2419044001743,0,694,4,0,11,5,2,220.60546402784155
168.30592319410877,1,330,5,1,5,9,3,255.26383520631768
169.966112419897,0,1385,1,0,23,12,4,226.22371569293995
94.6652789284706,0,1312,3,0,21,6,2,152.46193220229833
14.091261197542124,0,657,3,0,10,3,1,70.9482959303905
133.8316298235469,0,612,3,0,10,1,1,171.24011713162037
68.30247848176111,1,1200,2,0,20,12,4,162.82653622265988
125.51594989876766,1,0,1,0,0,12,4,191.2028686309618
256.75390661410904,0,449,1,0,7,8,3,288.53727311301503
74.01214833027552,1,782,0,0,13,1,1,160.79678026011993
22.199308798274476,0,941,0,0,15,11,4,94.43963251519509
88.00824814648898,1,904,5,1,15,6,2,183.91584053743296
91.61015854117167,1,533,0,0,8,3,1,181.96992047228238
200.26537184443404,1,1251,5,1,20,5,2,283.86462134545627
169.3244849406771,1,935,6,1,15,12,4,261.18054398107824
236.24997168639197,1,778,1,0,12,10,4,305.88469982992115
200.97249439657932,0,1351,3,0,22,8,3,236.7260970296227
124.8841241248208,0,135,2,0,2,9,3,160.0972260750246
245.13601347648023,1,1022,2,0,17,11,4,321.7931127536946
54.25701137277265,1,1334,2,0,22,8,3,160.84338273524293
11.700061574488842,1,953,2,0,15,4,2,122.12000035711516
31.564118928814317,1,814,4,0,13,1,1,117.90149273686556
218.09600842595285,0,524,2,0,8,2,1,244.3308023445018
141.25378292415928,0,391,1,0,6,3,1,173.58607472082508
52.57517481491253,1,786,2,0,13,10,4,162.31286880299
152.80820865549225,0,1294,6,1,21,2,1,205.52924894544395
49.93207030038468,0,665,6,1,11,2,1,108.4625470961487
210.41451064793213,1,174,0,0,2,12,4,272.94241737231107
136.61610129433905,0,696,4,0,11,5,2,175.75131071109666
117.40126169846233,1,140,6,1,2,2,1,177.0033783648933
93.94606629862358,1,1347,1,0,22,11,4,180.04800144042812
190.9333649700721,0,770,0,0,12,12,4,231.77563997851811
111.73472011325018,1,307,1,0,5,7,3,189.36453810943456
30.856726198249795,1,899,2,0,14,2,1,123.98790701571905
39.81174112555202,1,774,6,1,12,8,3,145.74822105975946
288.7598110421068,1,735,1,0,12,11,4,350.14101950881
273.03130375874406,0,852,2,0,14,12,4,299.02035437723
211.4136044741711,1,1337,1,0,22,7,3,287.7289902551471
83.43163863055827,1,1232,2,0,20,12,4,182.75619066416982
290.90703131757857,0,378,6,1,6,10,4,310.8093582553812
234.7315166699094,0,345,0,0,5,2,1,263.3994736629831
216.4826058019037,0,1425,3,0,23,8,3,259.31575153740283
137.56164313241766,0,928,4,0,15,8,3,186.95165764396748
85.31126074432191,0,27,0,0,0,10,4,121.55093067326555
33.43533383528229,1,762,0,0,12,7,3,137.3447367263351
271.2677069804333,1,170,6,1,2,9,3,339.7928792036172
139.45400550091526,1,42,1,0,0,8,3,195.89321212000903
64.69719261459295,1,267,1,0,4,4,2,148.64843762379516
95.25720412444248,0,366,2,0,6,6,2,136.861420836496
175.8697728378593,0,114,0,0,1,12,4,209.93486795116087
57.147970967073356,1,1203,1,0,20,11,4,162.0053511934113
257.7012138072508,1,631,0,0,10,8,3,298.3209830336591
228.763261301387,1,794,3,0,13,4,2,300.7066391313656
217.24157200552636,0,1246,3,0,20,3,1,262.37778345012765
132.4674467336556,0,1205,1,0,20,4,2,193.34699172010923
190.05610800722073,1,1181,6,1,19,4,2,261.6275876355993
177.308900829257,0,282,2,0,4,12,4,211.03117175871606
196.7047474586719,0,1072,0,0,17,7,3,232.25256501183904
29.91107473626728,0,1433,0,0,23,5,2,79.70756704471646
127.66318364032985,1,10,5,1,0,11,4,198.9626575574942
17.276181289258282,0,1250,3,0,20,5,2,73.55125022818322
150.72729167713308,1,1246,1,0,20,10,4,241.338813707
102.30905763817167,0,1211,1,0,20,8,3,144.29688694389714
47.63463571548384,1,570,1,0,9,4,2,126.01582513890646
35.503875478152736,0,286,2,0,4,12,4,84.99689385334796
178.35514879242504,0,1053,4,0,17,9,3,228.33656357502173
55.3249257183814,0,897,4,0,14,12,4,140.74187227598622
277.9104349211552,0,1046,5,1,17,1,1,308.2522761623986
176.41303621161651,1,368,0,0,6,4,2,233.4528537713502
107.32659233777693,0,255,3,0,4,4,2,140.26968348967566
179.32006998701794,1,1298,5,1,21,9,3,271.15497020686354
11.72714195376076,1,742,1,0,12,11,4,99.27043883454128
287.7749679062264,0,1225,4,0,20,2,1,322.52378613923486
147.27951389815556,0,1333,0,0,22,2,1,196.7686552757114
235.90689203883443,1,661,6,1,11,9,3,303.5598815559462
29.40534997711938,1,378,5,1,6,5,2,105.20665252338212
148.5642075972573,1,1290,4,0,21,9,3,243.15702507859444
149.75856333458367,1,1029,4,0,17,1,1,220.442924283579
281.65880421761995,1,959,4,0,15,7,3,344.8140985045161
173.65977545094225,0,1379,2,0,22,1,1,215.4730673501079
144.67937331180138,1,354,6,1,5,12,4,209.38835666909338
83.7578206121086,0,519,1,0,8,2,1,125.19076698019693
102.8128542160529,1,56,5,1,0,3,1,164.8235104261172
158.59835872910364,0,558,5,1,9,2,1,190.42946849521516
134.47888078998878,0,642,5,1,10,3,1,180.4415391529185
11.375563564697476,1,651,0,0,10,6,2,110.59846708635024
248.75611763733556,1,217,3,0,3,8,3,304.3174390189426
269.36742769273116,1,1165,4,0,19,11,4,331.0610613473972
46.373481254590175,1,704,4,0,11,11,4,134.71652208306503
168.4406623440196,0,632,4,0,10,2,1,195.6383796019281
37.029843634955846,0,1244,4,0,20,6,2,81.1545695480473
203.31082744674444,1,700,1,0,11,11,4,275.9401128395842
87.96396623250746,0,1284,5,1,21,2,1,131.58153095252447
199.52967723411103,0,320,3,0,5,9,3,229.4048116429924
219.46341121463038,1,1224,6,1,20,6,2,283.0755557172322
231.75101011570882,0,1423,3,0,23,3,1,256.61557437285563
36.78357905698948,0,1080,3,0,18,1,1,101.89332488612455
275.22349431559434,1,1284,4,0,21,4,2,341.04726972119613
72.91312731398985,0,1065,6,1,17,1,1,113.0934147842922
16.036704071973034,1,864,6,1,14,3,1,108.42284462572961
168.6814784704876,0,1099,4,0,18,7,3,216.38495508605283
114.42207373941943,0,1383,3,0,23,10,4,168.98967088509625
249.78797422406188,0,871,0,0,14,7,3,276.7021146053788
243.43418425896903,1,989,0,0,16,9,3,313.8241366553376
98.55597338270103,1,114,5,1,1,1,1,173.36186295781073
286.1053215455748,1,1381,2,0,23,4,2,343.0038533415681
90.820762251335,0,1119,3,0,18,8,3,147.52786745705788
156.9418531233558,1,232,4,0,3,1,1,218.2694507141912
80.50970171744281,0,417,1,0,6,8,3,143.19621990387114
281.13285316444416,1,324,2,0,5,3,1,328.0532431755205
53.55930618669535,1,460,0,0,7,6,2,139.3574803804686
18.24863272073705,0,1274,5,1,21,8,3,93.8901903636215
133.35363270089618,0,668,3,0,11,12,4,177.0820282902796
297.7507913964719,0,604,1,0,10,2,1,305.69718557127584
268.04479354519964,1,1121,4,0,18,7,3,338.62295701463756
225.83936573980003,1,534,1,0,8,7,3,293.58000407156
267.78378480916484,0,1275,5,1,21,1,1,319.2140208428277
268.56675871086964,1,1086,1,0,18,8,3,341.6133246893372
158.06321631400246,1,370,1,0,6,1,1,231.35026505834273
98.19907029008394,0,907,6,1,15,9,3,161.4152599924228
232.74366747274146,1,695,5,1,11,3,1,290.76528455873233
200.19007263448952,0,495,4,0,8,2,1,215.66212534343018
115.22903001774448,0,1305,4,0,21,1,1,156.9225135384686
32.86766707814701,0,572,3,0,9,6,2,93.08922116001058
225.30293534796266,0,168,1,0,2,3,1,255.85364820496892
82.42585219724508,0,588,2,0,9,6,2,136.12982958547173
281.35987940746486,0,744,6,1,12,11,4,309.9695498291104
76.086319626677,0,181,6,1,3,11,4,142.7718545177303
41.21359006138838,1,1069,5,1,17,10,4,141.49422228718035
250.1782382768473,0,330,6,1,5,6,2,263.19067658912996
50.21887340422574,1,133,5,1,2,2,1,134.5385446593018
57.88415090653303,0,774,2,0,12,5,2,122.7694973534122
181.81792349864884,0,231,5,1,3,1,1,203.17363197137385
262.995802047052,1,1125,5,1,18,2,1,313.8223737877763
62.9482263857991,0,98,0,0,1,4,2,105.93543124130265
96.54548350552795,1,603,6,1,10,9,3,191.27522917508747
234.33442728114738,1,74,3,0,1,10,4,266.1586031580294
291.68879568798536,0,552,2,0,9,8,3,319.89362579585986
152.71864992969097,1,1343,3,0,22,4,2,224.53410722029136
47.44976325261898,0,936,2,0,15,9,3,113.88902344963621
9.111204873919455,1,770,2,0,12,12,4,91.11754090440995
72.7485288496623,0,226,3,0,3,8,3,105.04197391960133
43.88755424702371,0,450,6,1,7,10,4,109.16660209810595
204.90930871579295,1,548,2,0,9,11,4,285.7914757532626
40.94058886541668,0,833,1,0,13,9,3,99.87700138957945
154.36732982808672,1,299,5,1,4,11,4,252.6067339556947
209.80741851465152,1,1439,2,0,23,4,2,277.44019411534373
176.4293997201662,1,938,3,0,15,4,2,241.53756222618665
63.933817239716994,0,449,1,0,7,3,1,106.62317655475063
242.2167352237675,1,161,1,0,2,3,1,289.8373523970309
216.0451032366615,0,856,1,0,14,7,3,253.49444824523903
223.00028115508482,0,644,2,0,10,12,4,249.10452083046803
43.66203670940741,0,970,6,1,16,3,1,109.1114849931981
41.50737207685166,0,858,4,0,14,9,3,106.24014068922581
278.63095254691973,0,922,4,0,15,1,1,314.8605759511244
122.28556717835748,0,1200,0,0,20,12,4,174.18748119302523
93.77986407537722,1,756,0,0,12,7,3,182.78874287200634
149.13229337870234,0,1043,2,0,17,6,2,199.34682411394041
200.54494276525682,0,517,6,1,8,5,2,233.72234481983017
286.9088608288561,0,1357,0,0,22,12,4,319.30829182326715
89.50163693020623,1,587,5,1,9,6,2,156.30544330080036
277.818486647048,1,979,5,1,16,2,1,340.7964746414741
12.333549958945614,0,1437,1,0,23,7,3,89.56979170984248
168.7834224864133,0,502,0,0,8,8,3,204.5943155571423
192.02265794592012,1,146,1,0,2,9,3,247.97308385168716
36.23973410647223,1,333,0,0,5,6,2,106.27442821813145
46.400181133854225,1,351,5,1,5,4,2,138.24379357449885
128.63872419830963,0,81,5,1,1,1,1,163.7423732599119
290.0384140822386,0,783,4,0,13,12,4,328.29679008305794
180.83255320414,0,399,0,0,6,3,1,195.58020678489882
280.2418503720623,0,139,6,1,2,5,2,292.2838592686995
242.28647010582637,1,197,4,0,3,2,1,282.05353739071563
142.877572458811,1,393,5,1,6,3,1,224.7253733552617
236.50521752939528,0,531,2,0,8,1,1,269.18757315364655
10.261851273211382,1,1403,1,0,23,5,2,132.30243995674957
37.19747904589181,0,1011,5,1,16,12,4,110.62552478346365
249.68144139040723,1,1029,0,0,17,3,1,319.97688419161295
240.06104105592271,0,996,1,0,16,12,4,279.70072421652134
73.62901888009795,1,1156,1,0,19,8,3,173.88715036037237
161.57702922672078,1,458,0,0,7,11,4,236.3701970068007
183.77466710650322,0,143,3,0,2,8,3,218.11137126385728
260.9829913639233,0,732,1,0,12,12,4,309.3187253180983
182.91661141492406,1,1,6,1,0,7,3,251.38167427273143
126.7086129357357,1,312,6,1,5,10,4,208.4445505582782
115.38429280511889,0,1084,1,0,18,1,1,165.17057736586412
130.63521548018542,1,724,5,1,12,12,4,216.55542998957276
197.31965254609239,0,994,0,0,16,1,1,233.9465617623663
260.9097363669358,1,734,2,0,12,3,1,316.3337807183496
138.89958021250843,1,781,4,0,13,9,3,229.68188996719306
78.11267107065065,0,433,1,0,7,4,2,133.41803074331466
74.81539708428643,0,314,0,0,5,1,1,136.38394038569342
225.0742126718167,1,373,1,0,6,11,4,289.20166609894324
245.88778521005355,1,1149,4,0,19,7,3,319.0248976444559
36.057033556966864,0,1410,1,0,23,6,2,104.4719489813991
24.634862801777558,1,117,1,0,1,4,2,109.52937345963002
180.35793080815327,1,773,1,0,12,9,3,264.1915364489918
48.12110703684599,0,677,6,1,11,4,2,91.21862290459495
248.2759361846207,1,809,6,1,13,7,3,321.2171435461769
96.54872880760196,0,335,5,1,5,2,1,157.50223124964077
47.44222022648708,0,11,0,0,0,4,2,103.62557645833877
276.6862893837978,0,292,1,0,4,1,1,300.0155305592552
53.83185820690706,0,261,6,1,4,4,2,112.03618144176853
88.99242428969099,0,75,3,0,1,5,2,122.59656487885783
50.315951581657295,1,513,0,0,8,9,3,131.99678110668538
39.06956878127971,0,984,1,0,16,10,4,96.8684512055759
11.23866481924981,1,1391,5,1,23,7,3,112.11020618068443
21.341645703456734,0,946,6,1,15,12,4,99.85283137491156
56.519233926076545,1,252,2,0,4,5,2,151.20984506201415
20.74767012501674,1,521,1,0,8,6,2,114.56525264383181
179.3874257527365,0,436,0,0,7,8,3,220.53141349549438
205.81078540585438,0,305,1,0,5,3,1,231.7323032530311
121.12098476544833,1,1425,5,1,23,6,2,219.7526614739644
98.80737360085458,0,944,5,1,15,11,4,138.9238477725797
153.83523992155787,1,692,1,0,11,6,2,230.72459193033518
263.1264579592095,1,628,6,1,10,12,4,325.7474418084888
256.08382991255075,1,458,6,1,7,9,3,317.99028560160724
17.82514329377362,0,600,6,1,10,3,1,78.31655171273884
58.5420308309746,0,913,5,1,15,6,2,111.96801019865532
74.83973697579682,1,1336,4,0,22,5,2,160.2904668075956
78.56933487050249,1,714,6,1,11,12,4,165.5658897109356
173.51363226411794,1,266,4,0,4,5,2,225.42261917545795
127.79741558244172,1,1378,5,1,22,6,2,209.06579680789383
19.529965378640227,0,453,2,0,7,9,3,66.90233952535671
115.21617084557361,0,119,1,0,1,12,4,142.52807605854284
159.50711987170297,1,783,4,0,13,7,3,241.81336135357682
34.99321135659621,0,1138,2,0,18,11,4,93.72708614520087
250.87027336762512,1,370,2,0,6,2,1,287.2221583673081
20.328750607205755,0,401,4,0,6,11,4,74.74447188019546
277.8283513603283,0,416,4,0,6,3,1,281.53532290835926
34.23837676606327,0,1161,2,0,19,10,4,115.2120676616175
253.85461072133705,1,1378,1,0,22,7,3,327.140555409465
271.282677458647,1,1220,3,0,20,8,3,325.82067603844155
293.97335077304484,1,325,2,0,5,2,1,345.0818366562209
241.5976346807101,0,1222,1,0,20,7,3,278.9542825616305
234.94587452754203,0,445,1,0,7,2,1,253.65570287130706
194.53256641868657,1,1248,4,0,20,7,3,287.53480364016383
234.80392460054804,1,1427,2,0,23,5,2,299.2618443948225
44.69290148187839,0,1034,2,0,17,3,1,111.1080729106711
163.14007060455302,0,1375,0,0,22,6,2,206.69925825752432
156.69574670617226,1,205,0,0,3,3,1,220.47938362127834
257.9837825161545,0,942,4,0,15,1,1,275.94706031041267
141.5258128500872,1,74,6,1,1,1,1,203.66363195307585
118.60140134960427,0,939,2,0,15,5,2,162.0203995406936
193.6711650149475,1,490,5,1,8,9,3,248.71859305594924
83.60667866274959,1,1396,4,0,23,7,3,184.03137993352928
46.23168123141728,1,712,2,0,11,2,1,133.95486405515052
145.973795837005,1,1097,3,0,18,6,2,213.97311797747452
127.98236373549108,0,435,0,0,7,7,3,175.22152570115918
73.60813245601774,0,107,2,0,1,3,1,125.36741193932926
113.41598398396276,1,1068,5,1,17,2,1,194.13986120726895
113.08577269874299,0,319,5,1,5,3,1,146.65510307681626
101.61119150170092,1,1040,1,0,17,1,1,196.0046698224282
116.94190351944404,1,669,6,1,11,3,1,201.3763954083329
207.29428690950388,0,1399,4,0,23,7,3,250.3364880066457
92.57855999852916,0,507,1,0,8,10,4,149.66610154999074
284.91308838102543,1,576,5,1,9,11,4,349.7814045897584
275.3226657637625,0,1066,6,1,17,9,3,321.1696978732199
146.8685763485232,0,1131,1,0,18,5,2,192.70534048309986
101.8665554763832,0,181,0,0,3,12,4,149.63875687119213
162.95326299985092,1,1067,1,0,17,12,4,255.99058350303721
255.32534418821925,1,707,5,1,11,5,2,296.77228478554275
197.5132654652301,0,1423,0,0,23,1,1,248.40259950739303
242.29558924438783,1,908,2,0,15,6,2,302.7071511624195
162.15307143939336,1,1114,2,0,18,6,2,245.8217463154578
191.7107006339481,0,495,0,0,8,9,3,239.70813240467612
90.00590618382621,0,408,4,0,6,2,1,128.07500104919373
221.7934828815358,0,1130,5,1,18,7,3,259.3587063076829
64.70935497208691,0,21,1,0,0,4,2,105.71689676553079
209.965448001457,0,835,6,1,13,6,2,233.2735455142464
258.91212515613876,0,1394,6,1,23,1,1,314.4810326162113
43.97033700395546,1,1427,6,1,23,7,3,150.38571952512507
186.24202345986635,1,1031,5,1,17,1,1,277.37250347141963
33.05324572783071,1,716,3,0,11,11,4,126.03124657461078
219.08611034007092,0,1170,1,0,19,9,3,258.34947773676873
29.92549955293847,0,21,6,1,0,12,4,93.75561515243207
281.1022476966847,1,1142,3,0,19,8,3,336.63487786945274
45.535339361151635,0,273,3,0,4,12,4,97.3942846618143
287.8696725431787,1,1059,2,0,17,3,1,353.7044528065849
241.26083194510352,1,501,1,0,8,1,1,295.65026476067874
180.13619131757446,1,1082,2,0,18,11,4,257.38396281690177
235.87411086571635,0,868,5,1,14,8,3,281.9337760590707
239.55887750001034,0,1338,3,0,22,9,3,290.8567387851409
284.0779835311124,0,1133,2,0,18,4,2,324.2356771349486
79.74808938256022,1,1316,0,0,21,5,2,167.21838632879516
179.0723891307012,0,217,2,0,3,9,3,204.20495573748198
33.03951328149836,1,546,1,0,9,5,2,117.97400651802175
186.7688815071158,1,629,2,0,10,1,1,259.1801759629819
55.5309347073727,0,44,1,0,0,4,2,87.54790043993793
171.66043038437036,0,32,6,1,0,5,2,191.6136277880853
173.86700163998566,0,55,1,0,0,10,4,198.3357880315506
142.46562012946205,0,1104,0,0,18,5,2,180.64215871784825
159.17637377637124,1,643,4,0,10,6,2,239.53013260697932
230.35740005194344,1,1082,2,0,18,8,3,309.5884931083697
240.77719137105964,0,1202,6,1,20,2,1,272.15303111140076
150.1851985947516,1,52,2,0,0,7,3,215.6185196697699
181.88006524917063,0,1220,4,0,20,3,1,199.2634006848844
279.71468952858004,0,324,5,1,5,11,4,299.64933800431896
40.32140860783123,0,582,6,1,9,4,2,108.52126601217982
39.5455519405326,0,1386,5,1,23,4,2,104.65061836567932
30.87415851367668,1,434,4,0,7,5,2,108.71060307856276
199.0696690869557,1,1353,5,1,22,5,2,292.9349014164275
128.48944873316196,1,729,1,0,12,8,3,199.5260670577412
233.42481776184377,0,19,6,1,0,9,3,271.11737400859994
203.01326692603482,1,1198,6,1,19,12,4,312.2171783811217
103.42313870683026,1,63,2,0,1,11,4,179.6558213933261
270.0181314716531,1,916,0,0,15,4,2,342.167216847403
229.94698338584243,1,660,4,0,11,8,3,280.5640523912255
84.80780756850183,0,201,0,0,3,4,2,110.75153095679943
112.43664524275593,0,741,0,0,12,10,4,155.79114342310078
97.75979416025756,0,521,6,1,8,1,1,150.68070738361294
51.4954363443749,0,141,3,0,2,12,4,101.66322221767803
48.596094899946536,0,799,4,0,13,5,2,102.37472810114032
281.1576016958445,0,63,6,1,1,9,3,287.2816030558995
134.18169097363221,0,775,6,1,12,9,3,181.94584030103647
118.0793477193359,0,325,6,1,5,5,2,154.7049039967044
220.25728405982647,0,1196,0,0,19,12,4,253.24238974911947
168.1329542496055,0,1368,2,0,22,4,2,205.59174786339585
281.16129611734635,1,1342,5,1,22,9,3,355.0327703586728
235.1889407032707,0,1350,0,0,22,12,4,270.52803528726616
146.41402141673942,0,144,1,0,2,2,1,175.5082863999634
116.02604467684374,1,734,3,0,12,12,4,185.43989075662066
296.056305752675,0,323,2,0,5,11,4,318.25704977933196
216.7392696210748,1,139,1,0,2,5,2,275.8447713799706
285.60242470113315,0,564,6,1,9,11,4,310.31470407063154
39.9511802790272,0,618,3,0,10,1,1,92.86026005461416
255.90743536128087,0,426,2,0,7,3,1,282.12840064883164
192.93679577740625,0,164,4,0,2,10,4,209.840511534066
40.96689510885821,0,587,4,0,9,12,4,99.48220399322757
178.5361099909201,1,223,3,0,3,2,1,227.6145513440298
207.39842770610738,0,58,6,1,0,9,3,235.73733848540667
8.629292337137837,1,649,2,0,10,2,1,97.03397406374005
139.02379874331524,0,95,6,1,1,10,4,179.61464965684388
248.49285580291473,1,1390,6,1,23,11,4,336.39210281008627
92.13091247650651,1,1207,0,0,20,6,2,190.4055913460852
140.27168413057257,1,1333,5,1,22,2,1,237.4431674096055
135.4826674850285,1,147,1,0,2,3,1,197.98801350580226
94.06858047553501,1,669,3,0,11,7,3,185.43263101326795
275.9403591770885,1,1186,6,1,19,10,4,353.1991113205798
235.48174045229717,0,828,1,0,13,7,3,263.3204086183978
37.6235812438526,1,441,3,0,7,6,2,125.43895433151383
299.12522406208404,0,1197,5,1,19,8,3,329.26104977438797
264.3640071707849,1,445,3,0,7,12,4,336.49005201323905
88.75298916989149,0,1402,0,0,23,10,4,159.8451202488203
251.88449099997678,1,145,0,0,2,2,1,298.2357847600076
36.393761902057946,0,1016,3,0,16,3,1,90.09062117071335
299.7358954899004,1,19,0,0,0,5,2,351.5103673187607
201.37699715142838,0,1316,0,0,21,4,2,254.2587819302343
196.7868795898451,1,511,6,1,8,9,3,271.33371675281074
31.68001446031916,0,29,3,0,0,12,4,88.69943774668549
269.62485267450444,0,1202,3,0,20,7,3,313.8723467447106
13.55485344531848,0,1393,0,0,23,11,4,86.20080758971936
76.04427712213838,0,1324,5,1,22,6,2,140.49692177640665
47.191453174157324,0,699,3,0,11,9,3,107.92373054757394
234.14654250420446,0,88,1,0,1,9,3,250.8588532203101
63.470247027804874,0,327,5,1,5,4,2,128.93613809965305
273.63827700361117,0,44,1,0,0,9,3,283.6318139766371
198.5993666016096,1,63,3,0,1,7,3,260.29769355437753
15.667999595935383,1,228,3,0,3,7,3,121.47767531591866
6.601801067966636,0,810,1,0,13,4,2,50.94095924971418
20.23908551924768,0,1103,6,1,18,4,2,90.0216669851991
183.74792740607967,0,842,4,0,14,11,4,219.87394871002863
241.4371342035275,1,295,2,0,4,8,3,299.11997246363245
75.3730820850796,1,866,1,0,14,2,1,149.87691802174152
255.5756086623065,1,332,2,0,5,7,3,308.77897251679974
21.883422345211812,0,663,3,0,11,8,3,81.92559937438755
241.28433682429448,0,1280,3,0,21,10,4,283.4665663258546
278.6996519008227,0,193,2,0,3,11,4,305.15965067697124
232.77197773579226,0,1259,0,0,20,8,3,249.73015532085165
210.94563127369798,1,390,4,0,6,1,1,268.68527610082396
252.204164503338,0,965,2,0,16,6,2,279.5834529469564
16.844633366384592,0,376,2,0,6,3,1,67.2550667190018
64.52572266212134,0,236,3,0,3,1,1,106.54226309720342
41.852485395164706,0,648,5,1,10,12,4,97.07395249886147
153.83664210693104,1,548,0,0,9,3,1,209.6707319834416
224.83049785700914,1,730,6,1,12,3,1,293.0588609242774
190.85349415003762,1,340,4,0,5,5,2,245.26390030097406
256.08367442977084,0,1408,3,0,23,6,2,294.396187341877
50.78783277012181,1,967,0,0,16,8,3,137.91762438077276
221.71322212087267,0,1210,4,0,20,4,2,264.9242423019217
61.94723980632671,1,1123,5,1,18,10,4,163.7817703589088
84.87383163875107,0,1042,3,0,17,2,1,136.4592834549028
214.42188569798466,1,204,5,1,3,12,4,279.3772664729822
294.1604115451111,0,846,5,1,14,11,4,320.5488157736517
185.40536376323553,1,1293,5,1,21,8,3,268.34865463654023
21.0775929224322,1,138,2,0,2,1,1,113.677193006257
186.81114612862217,0,666,4,0,11,9,3,209.43030240930526
17.493412716149294,1,265,0,0,4,9,3,100.88902605672456
265.8229848532111,0,1144,3,0,19,8,3,307.5050936523014
214.32559410468312,0,1341,1,0,22,4,2,261.550694259507
56.07271469463845,0,74,2,0,1,6,2,111.7768065770866
32.05769671813843,1,1153,4,0,19,5,2,129.83501263804396
59.1423025196941,1,519,2,0,8,8,3,134.4906095093216
294.10801796848676,0,1388,6,1,23,4,2,317.293675855689
140.2753895252545,1,21,0,0,0,5,2,203.67756323894986
236.30387976071535,1,275,6,1,4,11,4,308.0715601711274
